Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
740.000000	0.00177869	740.000000	0.0018355	740.000000	0.00180378	740.000000	0.00179987	740.000000	0.00183517	740.000000	3.31238e-07	
760.000000	0.00176357	760.000000	0.0018212	760.000000	0.00178994	760.000000	0.00178608	760.000000	0.00182088	760.000000	3.23156e-07	
780.000000	0.00174935	780.000000	0.00180776	780.000000	0.00177694	780.000000	0.00177312	780.000000	0.00180744	780.000000	3.15471e-07	
800.000000	0.00173596	800.000000	0.00179511	800.000000	0.00176477	800.000000	0.00176091	800.000000	0.0017948	800.000000	3.08156e-07	
820.000000	0.00172334	820.000000	0.00178319	820.000000	0.00175338	820.000000	0.00174947	820.000000	0.00178289	820.000000	3.01184e-07	
840.000000	0.00171144	840.000000	0.00177195	840.000000	0.00174288	840.000000	0.00173894	840.000000	0.00177166	840.000000	2.94532e-07	
860.000000	0.00170022	860.000000	0.00176136	860.000000	0.00173292	860.000000	0.001729	860.000000	0.00176107	860.000000	2.88177e-07	
880.000000	0.00168962	880.000000	0.00175136	880.000000	0.00172349	880.000000	0.00171962	880.000000	0.00175107	880.000000	2.82099e-07	
900.000000	0.00167962	900.000000	0.00174191	900.000000	0.00171457	900.000000	0.00171074	900.000000	0.00174163	900.000000	2.76281e-07	
920.000000	0.00167017	920.000000	0.00173299	920.000000	0.00170614	920.000000	0.00170234	920.000000	0.00173272	920.000000	2.70707e-07	
940.000000	0.00166124	940.000000	0.00172455	940.000000	0.00169816	940.000000	0.00169439	940.000000	0.00172429	940.000000	2.65361e-07	
960.000000	0.0016528	960.000000	0.00171657	960.000000	0.00169061	960.000000	0.00168686	960.000000	0.00171631	960.000000	2.60229e-07	
980.000000	0.00164482	980.000000	0.00170903	980.000000	0.00168345	980.000000	0.00167971	980.000000	0.00170877	980.000000	2.55298e-07	
1000.000000	0.00163728	1000.000000	0.00170189	1000.000000	0.00167665	1000.000000	0.00167294	1000.000000	0.00170164	1000.000000	2.50557e-07	
1020.000000	0.00163014	1020.000000	0.00169513	1020.000000	0.0016702	1020.000000	0.00166651	1020.000000	0.00169489	1020.000000	2.45995e-07	
1040.000000	0.0016234	1040.000000	0.00168874	1040.000000	0.00166406	1040.000000	0.00166041	1040.000000	0.00168849	1040.000000	2.41602e-07	
1060.000000	0.00161703	1060.000000	0.00168268	1060.000000	0.00165823	1060.000000	0.00165461	1060.000000	0.00168244	1060.000000	2.37368e-07	
1080.000000	0.00161101	1080.000000	0.00167695	1080.000000	0.0016527	1080.000000	0.0016491	1080.000000	0.00167671	1080.000000	2.33285e-07	
1100.000000	0.00160531	1100.000000	0.00167152	1100.000000	0.00164745	1100.000000	0.00164386	1100.000000	0.00167129	1100.000000	2.29345e-07	
1120.000000	0.00159994	1120.000000	0.00166638	1120.000000	0.00164248	1120.000000	0.00163888	1120.000000	0.00166615	1120.000000	2.2554e-07	
1140.000000	0.00159486	1140.000000	0.00166152	1140.000000	0.00163776	1140.000000	0.00163414	1140.000000	0.00166129	1140.000000	2.21864e-07	
1160.000000	0.00159007	1160.000000	0.00165691	1160.000000	0.00163327	1160.000000	0.00162963	1160.000000	0.00165669	1160.000000	2.1831e-07	
1180.000000	0.00158554	1180.000000	0.00165255	1180.000000	0.00162901	1180.000000	0.00162534	1180.000000	0.00165234	1180.000000	2.14871e-07	
1200.000000	0.00158128	1200.000000	0.00164843	1200.000000	0.00162493	1200.000000	0.00162125	1200.000000	0.00164822	1200.000000	2.11543e-07	
1220.000000	0.00157727	1220.000000	0.00164453	1220.000000	0.00162104	1220.000000	0.00161736	1220.000000	0.00164433	1220.000000	2.0832e-07	
1240.000000	0.00157348	1240.000000	0.00164085	1240.000000	0.00161732	1240.000000	0.00161365	1240.000000	0.00164064	1240.000000	2.05197e-07	
1260.000000	0.00156993	1260.000000	0.00163737	1260.000000	0.00161377	1260.000000	0.00161011	1260.000000	0.00163717	1260.000000	2.02169e-07	
1280.000000	0.00156659	1280.000000	0.00163408	1280.000000	0.00161038	1280.000000	0.00160675	1280.000000	0.00163388	1280.000000	1.99233e-07	
1300.000000	0.00156345	1300.000000	0.00163098	1300.000000	0.00160715	1300.000000	0.00160354	1300.000000	0.00163078	1300.000000	1.96383e-07	
